y0,vy0,bx,by,k,t,kinetic_expected,kinetic_actual,potential_expected,potential_actual,kinetic_accuracy,potential_accuracy
1,1,0,0,9,1.0,0.045351,0.045351,0.954649,0.954649,99.9998,100.0
1,10,0,0,9,0.0,50.0,50.0,0.5,0.5,100.0,100.0
1,10,0,0,9,0.1,48.513301,48.513301,1.986699,1.986699,100.0,100.0
1,10,0,0,9,0.2,46.099168,46.099168,4.400832,4.400832,100.0,100.0
1,10,0,0,9,0.3,42.853844,42.853844,7.646156,7.646156,100.0,100.0
1,10,0,0,9,0.4,38.906711,38.906711,11.593289,11.593289,100.0,100.0
1,10,0,0,9,0.5,34.415127,34.415127,16.084873,16.084873,100.0,100.0
1,10,0,0,9,0.6,29.558159,29.558159,20.941841,20.941841,100.0,100.0
1,10,0,0,9,0.7,24.529438,24.529439,25.970562,25.970562,100.0,100.0
1,10,0,0,9,0.8,19.529444,19.529446,30.970556,30.970557,100.0,100.0
1,10,0,0,9,0.9,14.75751,14.757515,35.74249,35.742491,100.0,100.0
1,10,0,0,9,1.0,10.403879,10.403891,40.096121,40.096126,99.9999,100.0
10,0,0,0,9,0.0,0.0,0.0,50.0,50.0,100.0,100.0
10,0,0,0,9,0.1,0.498336,0.498336,49.501664,49.501664,100.0,100.0
10,0,0,0,9,0.2,1.973475,1.973475,48.026525,48.026525,100.0,100.0
10,0,0,0,9,0.3,4.36661,4.36661,45.63339,45.63339,100.0,100.0
10,0,0,0,9,0.4,7.582332,7.582332,42.417668,42.417668,100.0,100.0
10,0,0,0,9,0.5,11.492442,11.492442,38.507558,38.507558,100.0,100.0
10,0,0,0,9,0.6,15.941056,15.941056,34.058944,34.058944,100.0,100.0
10,0,0,0,9,0.7,20.750821,20.750821,29.249179,29.249179,100.0,100.0
10,0,0,0,9,0.8,25.729988,25.729988,24.270012,24.270014,100.0,100.0
10,0,0,0,9,0.9,30.680052,30.680053,19.319948,19.319954,100.0,100.0
10,0,0,0,9,1.0,35.403671,35.403673,14.596329,14.596344,100.0,99.9999
10,1,0,0,9,0.0,0.5,0.5,50.0,50.0,100.0,100.0
10,1,0,0,9,0.1,6e-06,6e-06,50.499994,50.499994,100.0,100.0
10,1,0,0,9,0.2,0.506649,0.506649,49.993351,49.993351,100.0,100.0
10,1,0,0,9,0.3,1.999731,1.999731,48.500269,48.500269,100.0,100.0
10,1,0,0,9,0.4,4.419728,4.419728,46.080272,46.080272,100.0,100.0
10,1,0,0,9,0.5,7.670163,7.670163,42.829837,42.829837,100.0,100.0
10,1,0,0,9,0.6,11.62145,11.62145,38.87855,38.87855,100.0,100.0
10,1,0,0,9,0.7,16.116065,16.116065,34.383935,34.383936,100.0,100.0
10,1,0,0,9,0.8,20.97482,20.97482,29.52518,29.525182,100.0,100.0
10,1,0,0,9,0.9,26.004014,26.004014,24.495986,24.495993,100.0,100.0
10,1,0,0,9,1.0,31.003147,31.003147,19.496853,19.49687,100.0,99.9999
10,10,0,0,9,0.0,50.0,50.0,50.0,50.0,100.0,100.0
10,10,0,0,9,0.1,40.066533,40.066533,59.933467,59.933467,100.0,100.0
10,10,0,0,9,0.2,30.529083,30.529083,69.470917,69.470917,100.0,100.0
10,10,0,0,9,0.3,21.767876,21.767876,78.232124,78.232124,100.0,100.0
10,10,0,0,9,0.4,14.132195,14.132195,85.867805,85.867805,100.0,100.0
10,10,0,0,9,0.5,7.926451,7.926451,92.073549,92.073549,100.0,100.0
10,10,0,0,9,0.6,3.398046,3.398046,96.601954,96.601955,100.0,100.0
10,10,0,0,9,0.7,0.727514,0.727514,99.272486,99.272488,100.0,100.0
10,10,0,0,9,0.8,0.02132,0.02132,99.97868,99.978685,99.9997,100.0
10,10,0,0,9,0.9,1.307618,1.307617,98.692382,98.692396,99.9999,100.0
10,10,0,0,9,1.0,4.535129,4.535121,95.464871,95.464913,99.9998,100.0
